check_id,shop_name,datetime,sum
821,Лента,2018-01-10 19:58:00,427.0
822,ТД Перекресток,2018-01-11 18:56:00,363.0
823,Бэст Прайс,2018-01-11 18:47:00,364.1
824,Бургер Рус,2017-12-03 15:27:00,250.0
825,,2017-12-11 17:13:00,325.4
826,Тандер,2018-01-09 17:57:00,83.84
827,Фирма,2018-01-10 09:32:00,850.0
828,ТД ЧЕЛНЫ-ХЛЕБ,2018-01-10 10:01:00,274.0
829,Не известно,2018-01-09 15:09:00,417.0
830,Агроторг,2018-01-08 13:14:00,27.0
831,Не известно,2018-01-11 19:14:00,350.0
834,АШАН,2018-01-12 08:14:00,229.0
842,ВЕМЕС,2018-01-12 06:18:00,500.0
843,РН-ВОСТОКНЕФТЕПРОДУКТ,2018-01-12 15:04:00,1323.0
848,Алькор и Ко,2017-12-30 13:19:00,442.0
849,АромаЛюкс,2017-12-30 13:37:00,714.0
850,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СПОРТМАСТЕР,2017-12-30 13:01:00,350.0
851,Фреш Маркет,2018-01-11 19:02:00,109.0
852,Новофарм,2018-01-11 20:55:00,608.0
853,ТВК-Р,2018-01-11 20:56:42,2632.0
854,АШАН 115408  г. Москва,2018-01-12 10:03:00,2306.76
855,ФРЭШРИТЕЙЛ,2018-01-11 18:19:00,347.63
856,ТОРГОВАЯ СЕТЬ KОМАНДОР,2018-01-04 15:40:00,128.07
857,ТОРГОВАЯ СЕТЬ KОМАНДОР,2018-01-04 15:40:00,1.93
858,Гулливер,2018-01-11 16:28:00,124.0
859,Не известно,2018-01-11 19:58:00,93.4
860,Общество с ограниченной ответственностью БИЛЛА,2017-12-05 07:58:00,165.4
861,Башнефть-Розница,2018-01-11 20:37:00,820.6
862,Не известно,2017-12-24 11:31:00,218.0
863,АШАН,2018-01-11 19:11:00,530.0
864,Дикси ЮГ,2018-01-11 18:50:00,1084.0
868,,2018-01-12 13:38:00,294.04
880,МТ ППK,2018-01-12 10:06:00,132.0
881,Леруа Мерлен Восток,2018-01-12 17:02:00,38.0
892,Сёркл Кей Россия,2017-12-25 08:47:00,491.59
893,Сёркл Кей Россия,2017-12-22 23:34:00,1212.39
894,ЛУКОЙЛ-Уралнефтепродукт,2018-01-09 17:40:00,728.0
895,ЛУКОЙЛ-Уралнефтепродукт,2018-01-10 19:51:00,300.0
896,Максидом,2017-12-08 19:03:00,1598.0
897,Агроторг,2018-01-09 16:18:00,179.5
898,Аптека от склада Центр 4,2018-01-12 17:23:00,673.4
902,Не известно,2018-01-12 12:50:00,396.0
903,Ям! Ресторантс Раша,2018-01-12 13:36:08,199.0
904,Не известно,2018-01-11 12:54:00,460.0
905,Бэст Прайс,2018-01-09 12:20:00,830.0
914,Не известно,2018-01-12 14:05:00,896.0
922,Тандер,2018-01-12 12:15:00,689.4
923,,2018-01-12 15:00:00,1400.0
924,АШАН,2018-01-12 15:20:00,1016.51
925,Тандер,2018-01-12 15:26:00,84.73
926,ТД,2018-01-12 15:09:00,99.0
927,Агроторг,2018-01-12 14:56:00,65.0
933,Не известно,2018-01-12 14:43:00,1385.0
941,Байрам,2018-01-12 18:26:00,366.66
952,Тандер,2018-01-09 21:28:00,796.0
956,АТАК,2018-01-12 16:26:00,21.0
957,Дикси Юг,2018-01-12 16:47:00,14.0
958,ИКЕА,2017-12-22 19:43:00,2097.0
959,АПТЕKА-А.в.е-1,2017-12-13 17:48:00,335.0
975,АШАН,2018-01-11 13:04:00,641.0
976,АГРОТОРГ,2018-01-11 19:40:00,442.0
977,Тандер,2018-01-12 18:26:00,710.68
978,Общество с Ограниченной Ответственностью <ОнЛайн Трейд>,2017-12-17 14:47:00,2486.0
979,,2018-01-11 21:28:00,261.0
980,Детский мир,2018-01-09 21:42:00,399.0
981,Детский мир,2018-01-08 20:03:00,262.0
982,,2018-01-10 21:45:00,574.0
990,Не известно,2018-01-12 17:48:00,1849.0
991,Тандер,2018-01-12 19:31:00,623.0
992,"Элемент-Трейд                        Соликамск, Ленина пр-кт, 36б",2018-01-12 19:35:00,99.0
993,"Элемент-Трейд                        Соликамск, Ленина пр-кт, 36б",2018-01-12 19:14:00,613.0
994,Дикси ЮГ,2018-01-10 17:53:00,362.67
995,МЯСНОВЪ - 77,2018-01-11 18:36:00,460.27
996,Дикси ЮГ,2018-01-11 18:20:00,557.78
997,ТАРДИС,2018-01-12 17:55:00,302.0
998,Гиперглобус,2018-01-12 14:57:00,890.43
999,ТХ Сибирский Гигант,2018-01-12 19:37:00,129.7
1012,ИП Волков В.Е.,2018-01-12 12:56:00,119.8
1013,Тандер,2018-01-12 21:09:00,192.56
1014,Восток,2018-01-10 19:21:00,259.9
1015,Лента,2017-12-23 18:27:00,1223.0
1016,Лента,2018-01-12 21:37:00,90.4
1017,Лента,2018-01-12 21:34:00,1345.0
1021,Не известно,2018-01-12 17:02:00,238.0
1034,Лента,2018-01-06 22:36:00,429.0
1046,Тандер,2018-01-12 18:20:00,35.0
1049,Агроторг,2018-01-12 18:08:00,520.0
1052,Агроторг,2018-01-12 18:14:00,1479.8
1053,КОРПОРАЦИЯ ГРИНН,2018-01-04 23:43:00,479.37
1054,КОРПОРАЦИЯ ГРИНН,2018-01-06 21:58:00,495.0
1072,Лента,2018-01-12 08:27:00,765.0
1073,Камелот-А,2018-01-11 18:50:00,172.5
1074,Камелот-А,2018-01-12 18:47:00,153.5
1075,Лента,2018-01-12 17:24:00,135.0
1076,Почта России,2018-01-13 10:47:00,161.0
1077,Камелот-А,2018-01-13 10:38:00,594.5
1078,О'КЕЙ,2017-12-24 19:03:00,729.0
1079,Детский мир,2017-12-09 20:13:00,839.0
1080,,2017-12-16 11:25:00,14700.0
1081,,2017-12-16 11:34:00,14000.0
1082,Максима Групп             Тел.8(800)100-33-90,2018-01-11 19:26:00,1613.1
1086,АШАН,2018-01-13 12:52:00,1317.76
1087,ТХ Сибирский Гигант,2018-01-13 12:24:00,1004.0
1088,Лента,2018-01-10 22:49:00,666.0
1089,Лента,2018-01-13 14:17:00,712.0
1091,"ИП Кузнецов Сергей Валентинович      150007, г. Ярославль, ул. Шевелюха, 100",2018-01-13 10:21:00,1583.61
1092,Агроторг,2018-01-13 10:21:00,1294.0
1093,МАКДОНАЛДС,2018-01-13 12:05:19,264.0
1094,МАКДОНАЛДС,2018-01-13 11:53:03,198.0
1095,АПРЕЛЬ САРАТОВ,2018-01-12 12:03:00,172.2
1096,Не известно,2018-01-10 18:11:00,0.0
1097,Бета-М,2018-01-10 18:19:00,476.09
1098,Не известно,2018-01-12 21:41:00,538.05
1099,ГИПЕРГЛОБУС,2018-01-12 19:40:00,574.81
1103,,2018-01-12 21:06:00,192.0
1104,КОМПРОМИСС,2018-01-13 13:32:00,1588.0
1106,ИП Лепехин Евгений Петрович,2018-01-13 14:01:00,138.0
1107,ИП Лепехин Евгений Петрович,2018-01-13 13:58:00,164.0
1108,,2018-01-13 16:02:00,1280.8
1109,ИП Владыкин Дмитрий Николаевич,2017-11-07 15:06:00,573.0
1123,Тандер,2018-01-13 19:08:00,134.9
1124,Тандер,2018-01-13 14:41:00,200.8
1125,Анжела,2018-01-12 18:17:37,343.0
1126,OOO МЕТРО Кэш анд Керри,2018-01-13 14:34:00,2339.46
1127,Тандер,2018-01-13 15:14:00,1012.67
1132,АШАН 196244  г. Санкт-Петеpбуpг,2018-01-13 10:49:00,199.72
1133,Лента,2018-01-13 11:32:00,129.0
1134,Тандер,2018-01-13 20:27:00,411.5
1135,Анжела,2018-01-13 16:28:42,237.0
1136,Агроторг,2018-01-10 15:22:00,454.12
1137,"Элемент-Трейд                            Сургут, Мира 15",2018-01-13 18:28:00,1210.0
1138,"Элемент-Трейд                            Сургут, Мира 15",2018-01-09 16:42:00,268.0
1139,Тандер,2018-01-13 17:50:00,512.4
1144,Тандер,2018-01-13 18:14:00,496.0
1145,Тандер,2018-01-13 18:14:00,598.3
1146,Агроторг,2018-01-12 20:24:00,665.0
1147,Не известно,2018-01-13 16:29:00,1271.0
1148,,2018-01-12 12:53:00,200.0
1149,АШАН,2018-01-13 17:57:00,2476.03
1150,АШАН,2018-01-07 20:37:00,1334.29
1151,Не известно,2018-01-08 14:10:00,497.94
1152,Максима Групп,2018-01-07 15:00:00,918.0
1153,Декор 2003,2017-12-27 11:04:00,750.0
1155,Не известно,2018-01-12 13:29:00,440.4
1156,АШАН 121087 г.Москва,2018-01-07 15:55:00,184.56
1157,Агроторг,2018-01-13 18:28:00,1090.51
1158,Агроторг,2018-01-13 18:14:00,693.0
1159,Дикси Юг,2018-01-03 20:03:00,688.94
1160,Не известно,2018-01-13 19:09:00,470.18
1161,АТАК,2018-01-13 12:57:00,164.0
1162,Лента,2018-01-13 11:59:00,314.0
1163,Бэст Прайс,2018-01-13 11:42:00,50.0
1165,Тандер,2018-01-13 17:34:00,3096.19
1169,МЕТРО Кэш энд Керри,2017-12-23 16:10:00,15195.29
1170,МЕТРО Кэш энд Керри,2018-01-13 17:09:00,12577.63
1171,ДНС ПРИМОРЬЕ,2017-12-28 15:14:00,3950.0
1176,Тандер,2018-01-13 21:11:00,867.03
1177,Зельгрос,2018-01-13 15:32:00,1194.26
1178,О'КЕЙ,2018-01-13 21:15:00,242.0
1179,МАКДОНАЛДС,2018-01-13 23:52:45,1192.0
1180,Лента,2018-01-13 19:12:00,3998.0
1181,ОА ННК-Приморнефтепродукт,2018-01-14 11:31:00,1999.6
1182,МЕРИДИАНА,2018-01-14 10:43:00,215.05
1183,Тандер,2018-01-14 08:54:00,1602.08
1184,ИП Белозеров А.В.,2018-01-12 17:14:00,87.0
1185,Спортмастер,2018-01-14 14:58:00,3155.0
1201,Не известно,2018-01-14 16:24:00,2993.0
1202,Радеж,2018-01-14 09:36:00,23.0
1204,Лента,2018-01-12 19:07:00,5343.0
1205,ФИНИСТ,2018-01-13 19:32:00,646.22
1206,АШАН,2018-01-14 13:46:00,189.42
1207,АГРОТОРГ,2018-01-14 11:51:00,42.0
1208,Камелот-А,2018-01-14 16:44:00,883.0
1209,АШАН,2017-12-02 15:48:00,4145.81
1210,ОКТОБЛУ,2017-11-12 12:02:00,599.0
1211,О Кубань Экспресс-Пригород,2017-12-31 14:31:00,233.8
1212,Не известно,2018-01-14 13:12:00,1305.73
1213,ДЕТСКИЙ МИР,2018-01-14 12:35:00,1867.4
1214,Тандер,2018-01-14 13:03:00,397.25
1215,ГАРДА,2018-01-07 18:17:00,2063.5
1216,МАКДОНАЛДС,2018-01-14 13:31:16,415.0
1220,Тандер,2018-01-12 22:32:00,139.9
1221,"Элемент Трейд                    Екатеринбург, Комсомольская, 76",2018-01-13 21:07:00,1184.0
1222,Общество с Ограниченной Ответственностью <ОнЛайн Трейд>,2018-01-14 14:28:00,880.0
1223,Не известно,2018-01-12 14:30:00,494.0
1224,Бургер Рус,2018-01-14 14:54:10,461.7
1225,,2018-01-14 14:47:00,159.0
1226,Аптека ИП Коннова Ирина Викторовна,2018-01-14 15:38:00,657.0
1227,Гулливер,2018-01-14 15:37:00,236.0
1228,Тандер,2018-01-14 19:28:00,597.67
1229,Лента,2018-01-06 19:42:00,2299.0
1230,Лента,2018-01-13 17:20:00,2065.0
1231,Птицефабрика Зеленецкая,2018-01-09 17:51:00,350.85
1232,Не известно,2018-01-05 13:53:00,1137.0
1233,Фреш Маркет,2018-01-14 15:54:00,442.0
1234,Не известно,2018-01-14 20:57:00,175.0
1235,Не известно,2018-01-13 14:28:00,286.4
1236,Тандер,2018-01-14 14:27:00,186.39
1237,,2018-01-14 16:39:00,559.0
1238,<Леруа Мерлен Восток>,2017-11-25 23:59:00,8800.0
1239,Касторама РУС,2017-12-11 21:44:00,2563.0
1240,Касторама РУС,2018-01-12 20:44:00,492.0
1241,Касторама РУС,2017-12-27 19:30:00,508.0
1242,Татнефть-АЗС-Запад,2017-12-17 20:54:00,1627.8
1243,Касторама РУС,2017-11-21 23:04:00,5417.0
1244,Касторама РУС,2017-11-12 20:55:00,387.0
1245,<Леруа Мерлен Восток>,2017-11-21 00:02:00,3435.0
1246,<Леруа Мерлен Восток>,2017-11-22 23:54:00,5746.0
1247,Касторама РУС,2017-11-12 20:11:00,7875.0
1248,Касторама РУС,2017-11-20 18:40:00,2296.0
1249,<Леруа Мерлен Восток>,2017-11-11 19:23:00,2988.0
1250,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АШАН,2017-12-02 21:18:00,2420.49
1251,Тандер,2018-01-14 16:22:00,218.64
1252,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АШАН,2017-11-25 22:40:00,1130.0
1258,Касторама РУС,2017-11-06 18:50:00,6772.0
1259,Касторама РУС,2017-11-07 20:03:00,418.0
1260,Леруа Мерлен Восток,2017-12-02 20:21:00,9750.0
1261,Не известно,2018-01-14 20:20:00,81.0
1262,Не известно,2018-01-14 18:52:00,6.49
1263,Не известно,2018-01-14 18:51:00,1564.77
1264,КРОКУС ИНТЕРНЭШНЛ,2018-01-14 18:13:25,117.0
1265,ЭЛЕМЕНТ-ТРЕЙД,2018-01-13 16:02:59,43.0
1266,Лабиринт-Уфа,2018-01-12 17:18:00,421.26
1267,Массимо Дутти,2018-01-10 10:26:00,3290.0
1268,"Элемент Трейд                         Салават, Калинина, 40",2018-01-12 18:01:00,426.0
1269,Газпромнефть-Центр,2018-01-12 17:13:00,199.0
1273,Агроаспект,2018-01-14 17:15:00,399.4
1284,Тандер,2018-01-14 19:59:00,1276.35
1285,ПКиО,2018-01-14 16:05:00,400.0
1287,АЛВИК,2018-01-14 19:18:00,440.0
1288,Не известно,2018-01-14 22:33:00,1359.96
1289,Медиа-Маркт-Сатурн,2018-01-06 19:12:00,2689.0
1290,Агроторг,2018-01-04 19:13:00,724.7
1291,Не известно,2018-01-14 15:44:00,477.74
1292,,2018-01-15 07:39:00,180.0
1293,МОЛЛ,2018-01-14 20:19:00,150.0
1294,Не известно,2018-01-15 08:39:00,102.0
1295,КЕРУСКА,2018-01-13 11:16:00,1400.0
1299,АШАН,2017-12-30 09:05:00,364.5
1300,Леруа Мерлен Восток,2017-12-02 08:54:00,421.0
1301,Связной Логистика,2018-01-14 20:54:00,300.0
1302,Агроторг,2018-01-14 19:56:00,1184.64
1303,Апельсин,2018-01-15 17:35:00,2852.0
1304,Гулливер,2018-01-15 09:42:00,311.4
1307,ЦНИИХМ,2018-01-15 12:12:00,194.5
1308,Тандер,2018-01-15 14:12:00,125.6
1309,Не известно,2018-01-15 14:35:00,219.26
1310,Оптовик,2018-01-15 12:10:46,331.0
1311,Дикси ЮГ,2018-01-14 21:02:00,97.0
1312,ВЕТЕРОК,2018-01-15 12:38:00,149.7
1313,Агроторг,2018-01-11 20:26:00,1187.59
1314,Не известно,2018-01-10 15:06:00,397.06
1315,Стокманн СПб Центр,2018-01-15 13:07:00,150.0
1316,ИП Пак Вячеслав Владимирович,2018-01-15 19:35:31,1514.59
1317,ЛУКОЙЛ-ВОЛГАНЕФТЕПРОДУКТ,2018-01-15 13:00:00,2426.4
1318,БигБокс,2018-01-15 14:47:00,1831.0
1319,Не известно,2018-01-04 17:00:00,80.0
1320,Агроторг,2018-01-15 19:53:00,199.6
1321,Общество с Ограниченной Ответственностью <ОнЛайн Трейд>,2018-01-12 18:03:00,3890.0
1322,ТРИ КОТА - ХАБАРОВСК,2018-01-15 19:28:40,1045.84
1323,Агроторг,2018-01-15 16:33:00,622.15
1324,Лента,2018-01-15 17:24:00,1352.0
1325,,2018-01-15 09:57:00,34.0
1326,О *Центральная ППK*,2017-11-30 18:16:00,3135.0
1327,Не известно,2018-01-15 14:06:00,299.58
1328,Лента,2018-01-15 18:43:00,1080.0
1334,Тандер,2018-01-15 17:48:00,61.0
1335,Лента,2018-01-14 20:24:00,3026.0
1336,Дикси ЮГ,2018-01-15 20:31:00,544.74
1345,Тандер,2018-01-15 20:28:00,560.42
1350,Бургер Рус,2018-01-15 09:27:00,85.0
1351,Союз Св. Иоанна Воина,2018-01-15 19:05:00,171.6
1355,Тандер,2018-01-15 17:36:00,624.57
1356,Агроторг,2018-01-15 20:22:00,661.03
1357,Детский мир,2018-01-05 17:42:00,2440.8
1358,Не известно,2018-01-15 19:36:00,1807.45
1359,ИП Филимонов А.В.,2018-01-15 18:46:00,380.0
1360,Тандер,2018-01-03 20:21:00,144.3
1361,Тандер,2018-01-15 19:43:00,362.9
1363,ОКТОБЛУ,2018-01-15 15:43:00,4333.0
1364,Центрторг,2018-01-15 15:31:07,675.0
1366,Тандер,2018-01-13 15:42:00,721.0
1367,Ритейл,2018-01-12 12:49:21,606.3
1368,Гемо-фарм,2018-01-12 12:58:00,59.3
1369,Ритейл,2018-01-10 09:44:20,385.8
1370,Ритейл,2018-01-09 11:55:48,98.4
1371,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АШАН,2018-01-14 20:34:00,722.49
1374,АРСКНЕФТЕПРОДУКТ,2017-10-26 07:35:00,1000.0
1375,Гулливер,2018-01-16 08:29:00,337.0
1377,,2018-01-14 21:08:00,509.4
1378,Лента,2018-01-15 18:43:00,1204.0
1379,Лента,2018-01-16 05:58:00,176.0
1380,Бургер Рус,2018-01-16 09:30:00,85.0
1381,ИП Архипов Сергей Георгиевич,2018-01-11 17:01:00,472.5
1382,Соликамскбумпром,2018-01-16 11:51:00,144.0
1383,ИП Перевозников В.Ю.,2017-12-19 15:52:00,1286.0
1384,АШАН,2018-01-07 20:13:00,534.0
1385,Автодор-Платные Дороги,2018-01-16 11:13:00,500.0
1386,,2018-01-13 14:46:00,719.91
1387,Агроторг,2018-01-11 19:36:00,813.0
1388,АШАН 105523  г. Москва,2018-01-13 14:27:00,3285.76
1389,Агроторг,2018-01-11 21:24:00,992.68
1390,,2018-01-06 14:03:00,837.1
1391,Мегафон-Ритейл,2018-01-06 13:28:00,100.0
1392,Мегафон-Ритейл,2018-01-06 13:27:00,100.0
1393,Мегафон Ритейл,2018-01-06 13:26:00,650.0
1394,ИП КУНИЦЫН А.В.,2018-01-16 13:20:00,352.02
1395,Агрокомплекс,2018-01-16 12:54:00,50.0
1396,Тандер,2018-01-16 12:39:00,1114.0
1397,Канц-Запад,2018-01-09 12:01:00,599.2
1401,О'КЕЙ,2018-01-15 16:44:00,298.5
1405,Не известно,2018-01-16 12:42:00,913.93
1406,HOUSE т. 8 (499) 653-55-65  д. 6112131,2018-01-13 15:59:00,149.0
1407,"СемьЯ на Мира, 41",2018-01-16 18:44:00,1274.04
1408,Тандер,2018-01-16 16:57:00,927.23
1409,,2018-01-16 16:33:00,271.0
1410,Тандер,2018-01-16 17:29:00,1074.82
1411,Агроторг,2018-01-16 19:13:00,650.59
1412,Не известно,2018-01-16 19:30:00,247.95
1413,Не известно,2018-01-16 21:22:00,415.27
1414,Сити Ресторантс,2018-01-16 20:37:32,2080.0
1420,Тандер,2018-01-16 19:20:00,140.0
1421,Тандер,2018-01-16 19:11:00,1588.0
1422,,2018-01-15 20:07:00,2733.4
1423,Не известно,2018-01-16 23:29:00,3947.95
1424,Гемо-фарм,2018-01-09 12:05:00,85.36
1425,Брянскфармация,2018-01-11 09:17:00,189.4
1438,Тандер,2017-10-31 19:13:00,332.0
1440,Агроторг,2017-12-05 18:36:00,755.0
1441,Ритейл,2017-10-24 18:38:32,49.9
1442,,2017-10-18 19:22:00,611.4
1443,,2017-12-09 18:39:00,86.6
1447,Тандер,2017-11-21 18:38:00,1138.0
1450,Ритейл,2017-11-17 18:46:51,179.08
1454,Брянский хлеб,2018-01-02 16:21:00,122.0
1457,Тандер,2017-11-03 19:15:00,1490.0
1460,Тандер,2018-01-08 16:25:00,2119.0
1461,Ритейл,2018-01-11 11:59:31,49.4
1464,Агроторг,2017-11-29 18:25:00,151.0
1466,Брянскфармация,2017-12-08 18:14:00,73.28
1467,Ритейл,2017-10-25 17:27:43,295.8
1470,,2017-12-30 15:09:00,3547.0
1471,Тандер,2017-12-08 18:33:00,531.0
1482,Тандер,2018-01-04 19:55:00,1593.0
1483,Тандер,2017-11-23 19:48:00,927.0
1485,Тандер,2017-11-07 18:17:00,690.0
1486,Тандер,2017-11-16 10:03:00,3054.0
1487,,2017-12-27 17:13:00,50.6
1488,,2017-11-24 18:53:00,89.9
1489,Тандер,2017-11-28 17:58:00,285.0
1491,ИП Глебов Г.Г.,2017-10-21 11:58:00,212.65
1492,Тандер,2017-11-22 18:37:00,277.0
1494,Агроторг,2017-12-27 09:51:00,299.0
1495,Тандер,2017-12-15 18:56:00,1271.0
1497,Тандер,2017-11-22 18:44:00,249.0
1499,Брянский хлеб,2017-11-20 18:33:00,122.0
1501,Гемо-фарм,2018-01-11 12:07:00,12.0
1502,Брянскфармация,2018-01-04 20:02:00,59.48
1503,Брянский хлеб,2017-10-23 18:10:00,122.0
1580,Не известно,2017-12-27 19:22:00,243.1
1581,Соликамскбумпром,2018-01-17 12:36:00,141.5
1590,Тандер,2018-01-17 10:36:00,434.0
1591,НОРМА,2018-01-15 18:20:00,705.0
1592,Тандер,2018-01-17 11:59:00,588.57
1594,ФОКУС-РИТЕЙЛ,2018-01-17 14:32:34,550.0
1595,"г.Котельники,1й Покровский пр-д.,д.4",2018-01-16 17:15:00,1509.0
1596,Юникло (Рус),2018-01-16 18:19:00,999.0
1597,"г.Котельники,1й Покровский пр-д.,д.4",2018-01-16 18:47:00,10382.0
1599,"АШАН 443072, Россия, г.Самаpа, Киpовский",2018-01-17 12:12:00,589.04
1600,Не известно,2018-01-17 13:24:00,320.0
1602,Не известно,2018-01-15 13:05:00,803.0
1603,Не известно,2018-01-17 13:34:00,271.0
1604,Тандер,2018-01-15 17:53:00,3352.65
1606,Не известно,2018-01-17 18:11:00,467.0
1607,Агроторг,2018-01-12 12:43:00,190.5
1608,Газпромнефть-Центр,2018-01-17 05:45:00,999.92
1609,ПродМир,2018-01-17 13:35:00,1008.0
1610,Не известно,2018-01-13 18:38:00,698.32
1618,Не известно,2018-01-17 20:46:00,186.0
1621,Не известно,2018-01-17 16:35:00,617.64
1622,Анжела,2018-01-17 18:40:38,361.0
1625,Л-УЛЬЯНОВСKНЕФТЕПРОДУKТ,2018-01-15 18:50:00,1000.0
1627,АГРОТОРГ,2018-01-17 15:27:00,134.0
1628,Не известно,2018-01-17 20:33:00,152.5
1629,Новый Книжный М,2018-01-17 19:30:00,149.0
1631,ТАТТЕХМЕДФАРМ,2018-01-16 17:42:00,458.0
1638,Одежда 3000,2018-01-17 20:26:06,802.0
1639,Не известно,2018-01-16 14:36:00,6340.0
1640,АРСКНЕФТЕПРОДУКТ,2018-01-16 17:37:00,985.99
1641,Не известно,2018-01-17 09:15:00,261.9
1643,,2018-01-16 18:02:00,182.0
1644,Агроторг,2018-01-17 14:56:00,783.24
1645,ЭЛЕМЕНТ-ТРЕЙД,2018-01-18 10:19:17,199.0
1646,ГЛОРИЯ ДЖИНС,2018-01-16 11:10:00,149.0
1649,Бургер Рус,2018-01-18 09:40:00,85.0
1650,Соликамскбумпром,2018-01-18 12:12:00,181.5
1651,ИП Андриянов А.А.,2018-01-18 12:33:00,329.0
1652,ТХ Сибирский Гигант,2018-01-18 12:43:00,228.7
1653,Элемент-Трейд,2018-01-18 13:35:33,39.0
1657,Тандер,2018-01-17 16:54:00,130.0
1658,Лента,2018-01-16 22:20:00,5291.0
1659,Не известно,2018-01-17 17:56:00,2209.78
1660,Не известно,2018-01-17 13:39:00,338.0
1661,АШАН 121087 г.Москва,2017-11-30 14:05:00,735.96
1662,Сити,2017-12-16 19:36:00,334.27
1664,АШАН,2018-01-16 22:09:00,424.74
1665,Сити,2017-11-04 16:02:00,521.0
1667,Сити,2017-11-17 17:08:00,1171.04
1668,Городской супермаркет,2017-12-29 17:40:00,45.0
1669,Сити,2017-11-12 14:16:00,934.52
1670,Лента,2018-01-13 19:08:00,882.0
1671,Сити,2017-11-01 18:47:00,1499.6
1672,Сити,2017-11-11 19:48:00,344.0
1673,Не известно,2018-01-15 18:30:00,404.08
1674,Лента,2018-01-17 18:30:00,566.0
1675,Сити,2017-11-09 14:07:00,1910.77
1676,Сити,2017-11-19 18:54:00,529.97
1678,Камелот-А,2018-01-17 08:25:00,249.5
1679,Лента,2018-01-18 17:59:00,660.0
1684,Самсон-Фарма,2017-11-22 03:01:00,854.0
1685,Современный дизайн,2017-11-23 14:22:00,1318.0
1686,Сити,2017-11-05 22:53:00,1024.0
1687,Сити,2017-11-26 12:38:00,507.1
1688,Сити,2017-11-28 21:12:00,901.89
1689,Теремок-Инвест,2018-01-08 21:10:15,1004.0
1690,ИП Дудкин Игорь Леонидович,2017-12-23 14:22:00,168.0
1691,Газпромнефть-Центр,2017-12-24 12:33:00,609.0
1692,Сити,2017-12-07 22:55:00,1691.1
1693,Самсон-Фарма,2018-01-14 22:57:00,737.0
1694,Гулливер,2018-01-17 17:47:00,252.0
1695,Самсон-Фарма,2018-01-11 11:41:00,333.0
1696,ТД Перекресток,2018-01-01 18:30:00,2137.82
1698,Первое Решение,2017-11-25 15:38:00,1069.0
1699,Сити,2017-12-02 14:53:00,491.22
1700,Самсон-Фарма,2017-11-30 00:16:00,1231.0
1701,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ АШАН,2017-12-12 18:35:00,1838.4
1702,Сити,2017-12-13 14:54:00,1141.4
1703,Сити,2017-12-14 21:14:00,1171.69
1704,СпортМарафон,2017-12-12 16:18:00,2240.0
1705,Пицца Ресторантс,2017-12-03 20:17:00,689.0
1706,Сити,2017-12-06 18:51:00,2038.22
1707,МНИИ ГБ им.Гельмгольца,2017-11-17 10:01:00,3000.0
1708,АШАН,2017-12-19 19:10:00,1242.13
1709,Современный дизайн,2017-12-12 19:27:00,3260.0
1710,Сити,2017-12-24 01:35:00,1042.33
1711,Сити,2017-12-26 19:46:00,974.7
1712,КАРО Фильм Менеджмент,2017-12-17 01:22:00,610.0
1713,Сити,2017-12-27 23:51:00,964.0
1714,ИП Дудкин Игорь Леонидович,2017-12-23 18:53:00,723.85
1715,Теремок-Инвест,2017-12-17 14:41:11,469.0
1716,МЭШАП-СОЮЗ,2017-12-21 13:42:00,780.0
1718,Первое Решение,2018-01-05 17:50:00,572.0
1719,Сити,2018-01-12 19:03:00,971.6
1720,Городской супермаркет,2018-01-01 13:12:00,970.0
1721,Первое Решение,2018-01-03 12:10:00,720.0
1722,Теремок-Инвест,2017-12-17 17:01:33,556.0
1723,Сити,2018-01-02 17:21:00,1288.83
1724,Сити,2017-11-22 03:09:00,734.0
1725,Сити,2017-12-30 15:57:00,3117.5
1726,АШАН,2017-11-29 23:43:00,418.0
1727,Сити,2017-12-03 13:58:00,1198.92
1728,ВKУСВИЛЛ,2018-01-17 13:57:00,157.0
1729,Не известно,2018-01-18 14:32:00,312.0
1730,Не известно,2018-01-18 14:31:00,105.0
1731,Не известно,2018-01-18 15:04:00,608.0
1732,ЭЛЕМЕНТ-ТРЕЙД,2018-01-18 17:31:32,574.0
1733,ЛУКОЙЛ-Центрнефтепродукт,2018-01-18 11:21:00,1346.14
1736,АШАН,2018-01-18 15:22:00,597.0
1737,Тандер,2018-01-09 17:48:00,518.0
1739,Тандер,2018-01-17 16:30:00,102.0
1740,Familia-лидер Off-price ритейла России 077_Универмаг Familia Иремель,2017-12-14 20:47:00,5169.0
1744,Не известно,2018-01-09 20:41:00,14990.0
1745,З ТОРГОВЫЙ ДОМ ПЕРЕKРЕСТОK,2018-01-18 18:16:00,1450.86
1798,АТАК,2018-01-18 17:32:00,318.0
1861,ТД Интерторг,2018-01-11 23:29:00,419.0
1862,Фудтрейд,2018-01-18 17:36:00,593.5
